species,status,region,note
Pheidole bilimeki,native,Nayarit,""
Pheidole punctatissima,native,Nayarit,""
Pseudomyrmex cubaensis,native,Nayarit,""
Pseudomyrmex elongatus,native,Nayarit,""
Pseudomyrmex gracilis,native,Nayarit,""
Pseudomyrmex major,native,Nayarit,""
Pseudoponera stigma,native,Nayarit,""
Solenopsis geminata,native,Nayarit,""
Strumigenys louisianae,native,Nayarit,""
Tetramorium immigrans,established.outdoors,Nebraska,""
Camponotus pennsylvanicus,native,Nebraska,""
Hypoponera opacior,native,Nebraska,""
Lasius neoniger,native,Nebraska,""
Pogonomyrmex occidentalis,native,Nebraska,""
Tapinoma sessile,native,Nebraska,""
Lasius flavus,native,Nei Mongol,""
Lasius niger,native,Nei Mongol,""
Tetramorium tsushimae,native,Nei Mongol,""
Cardiocondyla emeryi,established.outdoors,Nepal,""
Cardiocondyla mauritanica,established.outdoors,Nepal,""
Strumigenys membranifera,established.outdoors,Nepal,""
Tetramorium lanuginosum,established.outdoors,Nepal,""
Trichomyrmex destructor,established.outdoors,Nepal,""
Camponotus compressus,native,Nepal,""
Cardiocondyla itsukii,native,Nepal,""
Cardiocondyla kagutsuchi,native,Nepal,""
Cardiocondyla minutior,native,Nepal,""
Cardiocondyla obscurior,native,Nepal,""
Monomorium atomum,native,Nepal,""
Monomorium dichroum,native,Nepal,""
Oecophylla smaragdina,native,Nepal,""
Ooceraea biroi,native,Nepal,""
Paratrechina longicornis,native,Nepal,""
Pheidole indica,native,Nepal,""
Pheidole parva,native,Nepal,""
Polyrhachis dives,native,Nepal,""
Strumigenys nepalensis,native,Nepal,""
Tetramorium lanuginosum,native,Nepal,""
Tetraponera allaborans,native,Nepal,""
Tetraponera rufonigra,native,Nepal,""
Trichomyrmex destructor,native,Nepal,""
Crematogaster scutellaris,established.outdoors,Netherlands,""
Lasius neglectus,established.outdoors,Netherlands,""
Linepithema humile,established.outdoors,Netherlands,""
Pheidole pallidula,established.outdoors,Netherlands,""
Plagiolepis schmitzii,established.outdoors,Netherlands,""
Tapinoma darioi,established.outdoors,Netherlands,""
Tapinoma magnum,established.outdoors,Netherlands,""
Tapinoma nigerrimum,established.outdoors,Netherlands,""
Formica rufibarbis,native,Netherlands,""
Lasius alienus,native,Netherlands,""
Lasius citrinus,native,Netherlands,""
Lasius flavus,native,Netherlands,""
Lasius fuliginosus,native,Netherlands,""
Lasius niger,native,Netherlands,""
Myrmica rubra,native,Netherlands,""
Myrmica scabrinodis,native,Netherlands,""
Myrmica specioides,native,Netherlands,""
Ponera coarctata,native,Netherlands,""
Solenopsis fugax,native,Netherlands,""
Temnothorax unifasciatus,native,Netherlands,""
Tetramorium atratulum,native,Netherlands,""
Tetramorium caespitum,native,Netherlands,""
Tetramorium impurum,native,Netherlands,""
Brachymyrmex patagonicus,native,Neuquen,""
Solenopsis richteri,native,Neuquen,""
Solenopsis saevissima,native,Neuquen,""
Brachymyrmex patagonicus,established.outdoors,Nevada,""
Hypoponera opaciceps,established.outdoors,Nevada,""
Linepithema humile,established.outdoors,Nevada,""
Tetramorium immigrans,established.outdoors,Nevada,""
Camponotus essigi,native,Nevada,""
Hypoponera opacior,native,Nevada,""
Lasius neoniger,native,Nevada,""
Nylanderia vividula,native,Nevada,""
Pogonomyrmex occidentalis,native,Nevada,""
Solenopsis validiuscula,native,Nevada,""
Tapinoma sessile,native,Nevada,""
Lasius niger,established.outdoors,New Brunswick,""
Myrmica rubra,established.outdoors,New Brunswick,""
Camponotus pennsylvanicus,native,New Brunswick,""
Lasius neoniger,native,New Brunswick,""
Tapinoma sessile,native,New Brunswick,""
Anochetus graeffei,established.outdoors,New Caledonia,""
Anoplolepis gracilipes,established.outdoors,New Caledonia,""
Brachymyrmex cordemoyi,established.outdoors,New Caledonia,""
Brachymyrmex obscurior,established.outdoors,New Caledonia,""
Camponotus variegatus,established.outdoors,New Caledonia,""
Cardiocondyla emeryi,established.outdoors,New Caledonia,""
Cardiocondyla minutior,established.outdoors,New Caledonia,""
Cardiocondyla nuda,established.outdoors,New Caledonia,""
Cardiocondyla wroughtonii,established.outdoors,New Caledonia,""
Hypoponera eduardi,established.outdoors,New Caledonia,""
Hypoponera elliptica,established.outdoors,New Caledonia,""
Hypoponera opaciceps,established.outdoors,New Caledonia,""
Hypoponera punctatissima,established.outdoors,New Caledonia,""
Hypoponera ragusai,established.outdoors,New Caledonia,""
Monomorium floricola,established.outdoors,New Caledonia,""
Monomorium pharaonis,established.outdoors,New Caledonia,""
Nylanderia bourbonica,established.outdoors,New Caledonia,""
Nylanderia vaga,established.outdoors,New Caledonia,""
Nylanderia vividula,established.outdoors,New Caledonia,""
Odontomachus ruginodis,established.outdoors,New Caledonia,""
Odontomachus simillimus,established.outdoors,New Caledonia,""
Paraparatrechina minutula,established.outdoors,New Caledonia,""
Paratrechina longicornis,established.outdoors,New Caledonia,""
Pheidole fervens,established.outdoors,New Caledonia,""
Pheidole megacephala,established.outdoors,New Caledonia,""
Plagiolepis alluaudi,established.outdoors,New Caledonia,""
Ponera leae,established.outdoors,New Caledonia,""
Solenopsis geminata,established.outdoors,New Caledonia,""
Strumigenys emmae,established.outdoors,New Caledonia,""
Strumigenys godeffroyi,established.outdoors,New Caledonia,""
Strumigenys rogeri,established.outdoors,New Caledonia,""
Syllophopsis sechellensis,established.outdoors,New Caledonia,""
Tapinoma melanocephalum,established.outdoors,New Caledonia,""
Technomyrmex vitiensis,established.outdoors,New Caledonia,""
Tetramorium bicarinatum,established.outdoors,New Caledonia,""
Tetramorium caldarium,established.outdoors,New Caledonia,""
Tetramorium insolens,established.outdoors,New Caledonia,""
Tetramorium pacificum,established.outdoors,New Caledonia,""
Tetramorium simillimum,established.outdoors,New Caledonia,""
Tetramorium tonganum,established.outdoors,New Caledonia,""
Wasmannia auropunctata,established.outdoors,New Caledonia,""
Amblyopone australis,native,New Caledonia,""
Camponotus chloroticus,native,New Caledonia,""
Cryptopone testacea,native,New Caledonia,""
Iridomyrmex anceps,native,New Caledonia,""
Platythyrea parallela,native,New Caledonia,""
Solenopsis papuana,native,New Caledonia,""
Tapinoma minutum,native,New Caledonia,""
Anochetus graeffei,established.outdoors,New Guinea,""
Anoplolepis gracilipes,established.outdoors,New Guinea,""
Cardiocondyla emeryi,established.outdoors,New Guinea,""
Cardiocondyla kagutsuchi,established.outdoors,New Guinea,""
Cardiocondyla mauritanica,established.outdoors,New Guinea,""
Cardiocondyla minutior,established.outdoors,New Guinea,""
Cardiocondyla obscurior,established.outdoors,New Guinea,""
Cardiocondyla tjibodana,established.outdoors,New Guinea,""
Hypoponera opaciceps,established.outdoors,New Guinea,""
Hypoponera punctatissima,established.outdoors,New Guinea,""
Hypoponera ragusai,established.outdoors,New Guinea,""
Lioponera longitarsus,established.outdoors,New Guinea,""
Monomorium floricola,established.outdoors,New Guinea,""
Monomorium intrudens,established.outdoors,New Guinea,""
Monomorium pharaonis,established.outdoors,New Guinea,""
Nylanderia bourbonica,established.outdoors,New Guinea,""
Nylanderia vividula,established.outdoors,New Guinea,""
Paratrechina longicornis,established.outdoors,New Guinea,""
Pheidole megacephala,established.outdoors,New Guinea,""
Plagiolepis alluaudi,established.outdoors,New Guinea,""
Pseudoponera stigma,established.outdoors,New Guinea,""
Solenopsis geminata,established.outdoors,New Guinea,""
Strumigenys emmae,established.outdoors,New Guinea,""
Strumigenys godeffroyi,established.outdoors,New Guinea,""
Strumigenys membranifera,established.outdoors,New Guinea,""
Syllophopsis sechellensis,established.outdoors,New Guinea,""
Tapinoma melanocephalum,established.outdoors,New Guinea,""
Technomyrmex albipes,established.outdoors,New Guinea,""
Technomyrmex brunneus,established.outdoors,New Guinea,""
Technomyrmex difficilis,established.outdoors,New Guinea,""
Technomyrmex vitiensis,established.outdoors,New Guinea,""
Tetramorium bicarinatum,established.outdoors,New Guinea,""
Tetramorium lanuginosum,established.outdoors,New Guinea,""
Tetramorium pacificum,established.outdoors,New Guinea,""
Tetramorium simillimum,established.outdoors,New Guinea,""
Tetramorium tonganum,established.outdoors,New Guinea,""
Trichomyrmex destructor,established.outdoors,New Guinea,""
Amblyopone australis,native,New Guinea,""
Camponotus chloroticus,native,New Guinea,""
Cardiocondyla nuda,native,New Guinea,""
Cardiocondyla wroughtonii,native,New Guinea,""
Crematogaster irritabilis,native,New Guinea,""
Cryptopone testacea,native,New Guinea,""
Hypoponera confinis,native,New Guinea,""
Iridomyrmex anceps,native,New Guinea,""
Nylanderia glabrior,native,New Guinea,""
Nylanderia vaga,native,New Guinea,""
Odontomachus simillimus,native,New Guinea,""
Oecophylla smaragdina,native,New Guinea,""
Paraparatrechina minutula,native,New Guinea,""
Parvaponera darwinii,native,New Guinea,""
Pheidole sexspinosa,native,New Guinea,""
Platythyrea parallela,native,New Guinea,""
Polyrhachis dives,native,New Guinea,""
Solenopsis papuana,native,New Guinea,""
Syllophopsis australica,native,New Guinea,""
Tapinoma minutum,native,New Guinea,""
Tetramorium insolens,native,New Guinea,""
Tetraponera allaborans,native,New Guinea,""
Myrmica rubra,established.outdoors,New Hampshire,""
Tetramorium immigrans,established.outdoors,New Hampshire,""
Camponotus pennsylvanicus,native,New Hampshire,""
Lasius neoniger,native,New Hampshire,""
Tapinoma sessile,native,New Hampshire,""
Temnothorax longispinosus,native,New Hampshire,""
Lasius emarginatus,established.outdoors,New Jersey,""
Nylanderia flavipes,established.outdoors,New Jersey,""
Tetramorium atratulum,established.outdoors,New Jersey,""
Tetramorium immigrans,established.outdoors,New Jersey,""
Camponotus pennsylvanicus,native,New Jersey,""
Lasius neoniger,native,New Jersey,""
Tapinoma sessile,native,New Jersey,""
Temnothorax longispinosus,native,New Jersey,""
Brachymyrmex patagonicus,established.outdoors,New Mexico,""
Cyphomyrmex rimosus,established.outdoors,New Mexico,""
Hypoponera opaciceps,established.outdoors,New Mexico,""
Hypoponera opaciceps pampana,established.outdoors,New Mexico,""
Hypoponera punctatissima,established.outdoors,New Mexico,""
Linepithema humile,established.outdoors,New Mexico,""
Paratrechina longicornis,established.outdoors,New Mexico,""
Solenopsis invicta,established.outdoors,New Mexico,""
Tapinoma melanocephalum,established.outdoors,New Mexico,""
Tetramorium caldarium,established.outdoors,New Mexico,""
Tetramorium immigrans,established.outdoors,New Mexico,""
Camponotus pennsylvanicus,native,New Mexico,""
Hypoponera opacior,native,New Mexico,""
Lasius neoniger,native,New Mexico,""
Nylanderia vividula,native,New Mexico,""
Pogonomyrmex occidentalis,native,New Mexico,""
Solenopsis geminata,native,New Mexico,""
Solenopsis validiuscula,native,New Mexico,""
Tapinoma sessile,native,New Mexico,""
Anochetus graeffei,established.outdoors,New South Wales,""
Anoplolepis gracilipes,established.outdoors,New South Wales,""
Linepithema humile,established.outdoors,New South Wales,""
Lioponera longitarsus,established.outdoors,New South Wales,""
Pheidole megacephala,established.outdoors,New South Wales,""
Technomyrmex albipes,established.outdoors,New South Wales,""
Tetramorium bicarinatum,established.outdoors,New South Wales,""
Tetramorium lanuginosum,established.outdoors,New South Wales,""
Tetramorium pacificum,established.outdoors,New South Wales,""
Tetramorium simillimum,established.outdoors,New South Wales,""
Trichomyrmex destructor,established.outdoors,New South Wales,""
Amblyopone australis,native,New South Wales,""
Aphaenogaster longiceps,native,New South Wales,""
Cardiocondyla nuda,native,New South Wales,""
Doleromyrma darwiniana,native,New South Wales,""
Iridomyrmex anceps,native,New South Wales,""
Iridomyrmex minor,native,New South Wales,""
Iridomyrmex suchieri,native,New South Wales,""
Mayriella abstinens,native,New South Wales,""
Meranoplus minor,native,New South Wales,""
Monomorium fieldi,native,New South Wales,""
Monomorium sydneyense,native,New South Wales,""
Myrmecia brevinoda,native,New South Wales,""
Nylanderia glabrior,native,New South Wales,""
Nylanderia tasmaniensis,native,New South Wales,""
Ochetellus glaber,native,New South Wales,""
Ochetellus glaber clarithorax,native,New South Wales,""
Oecophylla smaragdina,native,New South Wales,""
Orectognathus antennatus,native,New South Wales,""
Paraparatrechina minutula,native,New South Wales,""
Pheidole rugosula,native,New South Wales,""
Pheidole vigilans,native,New South Wales,""
Platythyrea parallela,native,New South Wales,""
Ponera leae,native,New South Wales,""
Rhytidoponera chalybaea,native,New South Wales,""
Rhytidoponera mayri,native,New South Wales,""
Rhytidoponera metallica,native,New South Wales,""
Rhytidoponera victoriae,native,New South Wales,""
Strumigenys emmae,native,New South Wales,""
Strumigenys perplexa,native,New South Wales,""
Strumigenys xenos,native,New South Wales,""
Syllophopsis australica,native,New South Wales,""
Tapinoma minutum,native,New South Wales,""
Technomyrmex jocosus,native,New South Wales,""
Brachyponera chinensis,established.outdoors,New York,""
Hypoponera opaciceps,established.outdoors,New York,""
Hypoponera punctatissima,established.outdoors,New York,""
Lasius emarginatus,established.outdoors,New York,""
Lasius niger,established.outdoors,New York,""
Monomorium trageri,established.outdoors,New York,""
Myrmica rubra,established.outdoors,New York,""
Nylanderia flavipes,established.outdoors,New York,""
Tetramorium atratulum,established.outdoors,New York,""
Tetramorium immigrans,established.outdoors,New York,""
Tetramorium tsushimae,established.outdoors,New York,""
Camponotus pennsylvanicus,native,New York,""
Hypoponera opacior,native,New York,""
Lasius neoniger,native,New York,""
Tapinoma sessile,native,New York,""
Temnothorax longispinosus,native,New York,""
Amblyopone australis,established.outdoors,New Zealand,""
Brachyponera chinensis,established.outdoors,New Zealand,""
Brachyponera luteipes,established.outdoors,New Zealand,""
Cardiocondyla minutior,established.outdoors,New Zealand,""
Doleromyrma darwiniana,established.outdoors,New Zealand,""
Erromyrma latinodis,established.outdoors,New Zealand,""
Hypoponera confinis,established.outdoors,New Zealand,""
Hypoponera eduardi,established.outdoors,New Zealand,""
Hypoponera punctatissima,established.outdoors,New Zealand,""
Iridomyrmex suchieri,established.outdoors,New Zealand,""
Linepithema humile,established.outdoors,New Zealand,""
Mayriella abstinens,established.outdoors,New Zealand,""
Monomorium dichroum,established.outdoors,New Zealand,""
Monomorium fieldi,established.outdoors,New Zealand,""
Monomorium sydneyense,established.outdoors,New Zealand,""
Myrmecia brevinoda,established.outdoors,New Zealand,""
Nylanderia glabrior,established.outdoors,New Zealand,""
Nylanderia tasmaniensis,established.outdoors,New Zealand,""
Nylanderia vaga,established.outdoors,New Zealand,""
Ochetellus glaber,established.outdoors,New Zealand,""
Paratrechina longicornis,established.outdoors,New Zealand,""
Pheidole proxima,established.outdoors,New Zealand,""
Pheidole rugosula,established.outdoors,New Zealand,""
Pheidole vigilans,established.outdoors,New Zealand,""
Ponera leae,established.outdoors,New Zealand,""
Ponera loi,established.outdoors,New Zealand,""
Rhytidoponera chalybaea,established.outdoors,New Zealand,""
Rhytidoponera mayri,established.outdoors,New Zealand,""
Rhytidoponera metallica,established.outdoors,New Zealand,""
Strumigenys perplexa,established.outdoors,New Zealand,""
Strumigenys xenos,established.outdoors,New Zealand,""
Technomyrmex albipes,established.outdoors,New Zealand,""
Technomyrmex jocosus,established.outdoors,New Zealand,""
Tetramorium bicarinatum,established.outdoors,New Zealand,""
Tetramorium grassii,established.outdoors,New Zealand,""
Chelaner antarcticus,native,New Zealand,""
Myrmica rubra,established.outdoors,Newfoundland,""
Lasius neoniger,native,Newfoundland,""
Tapinoma sessile,native,Newfoundland,""
Anoplolepis gracilipes,native,Nias Island,""
Oecophylla smaragdina,native,Nias Island,""
Cardiocondyla emeryi,established.outdoors,Nicaragua,""
Cardiocondyla minutior,established.outdoors,Nicaragua,""
Monomorium floricola,established.outdoors,Nicaragua,""
Monomorium pharaonis,established.outdoors,Nicaragua,""
Paratrechina longicornis,established.outdoors,Nicaragua,""
Pheidole megacephala,established.outdoors,Nicaragua,""
Strumigenys emmae,established.outdoors,Nicaragua,""
Strumigenys rogeri,established.outdoors,Nicaragua,""
Tapinoma melanocephalum,established.outdoors,Nicaragua,""
Tetramorium bicarinatum,established.outdoors,Nicaragua,""
Tetramorium caldarium,established.outdoors,Nicaragua,""
Tetramorium lanuginosum,established.outdoors,Nicaragua,""
Acromyrmex octospinosus,native,Nicaragua,""
Adelomyrmex myops,native,Nicaragua,""
Anochetus mayri,native,Nicaragua,""
Brachymyrmex aphidicola,native,Nicaragua,""
Brachymyrmex heeri,native,Nicaragua,""
Brachymyrmex obscurior,native,Nicaragua,""
Camponotus atriceps,native,Nicaragua,""
Camponotus conspicuus zonatus,native,Nicaragua,""
Camponotus novogranadensis,native,Nicaragua,""
Camponotus planatus,native,Nicaragua,""
Camponotus sexguttatus,native,Nicaragua,""
Crematogaster obscurata,native,Nicaragua,""
Cyphomyrmex rimosus,native,Nicaragua,""
Cyphomyrmex salvini,native,Nicaragua,""
Ectatomma ruidum,native,Nicaragua,""
Hypoponera opaciceps,native,Nicaragua,""
Hypoponera opacior,native,Nicaragua,""
Nylanderia guatemalensis,native,Nicaragua,""
Nylanderia steinheili,native,Nicaragua,""
Odontomachus bauri,native,Nicaragua,""
Odontomachus haematodus,native,Nicaragua,""
Odontomachus ruginodis,native,Nicaragua,""
Pachycondyla harpax,native,Nicaragua,""
Pheidole anastasii,native,Nicaragua,""
Pheidole bilimeki,native,Nicaragua,""
Pheidole flavens,native,Nicaragua,""
Pheidole punctatissima,native,Nicaragua,""
Pheidole susannae,native,Nicaragua,""
Platythyrea punctata,native,Nicaragua,""
Ponera exotica,native,Nicaragua,""
Prionopelta antillana,native,Nicaragua,""
Pseudomyrmex cubaensis,native,Nicaragua,""
Pseudomyrmex elongatus,native,Nicaragua,""
Pseudomyrmex gracilis,native,Nicaragua,""
Pseudoponera stigma,native,Nicaragua,""
Solenopsis geminata,native,Nicaragua,""
Solenopsis globularia,native,Nicaragua,""
Solenopsis picea,native,Nicaragua,""
Strumigenys eggersi,native,Nicaragua,""
Strumigenys epinotalis,native,Nicaragua,""
Strumigenys gundlachi,native,Nicaragua,""
Strumigenys lanuginosa,native,Nicaragua,""
Strumigenys louisianae,native,Nicaragua,""
Strumigenys margaritae,native,Nicaragua,""
Strumigenys nigrescens,native,Nicaragua,""
Wasmannia auropunctata,native,Nicaragua,""
Trichomyrmex destructor,established.outdoors,Niger,""
Trichomyrmex mayri,established.outdoors,Niger,""
Brachyponera sennaarensis,native,Niger,""
Camponotus maculatus,native,Niger,""
Camponotus sericeus,native,Niger,""
Lepisiota capensis,native,Niger,""
Monomorium bicolor,native,Niger,""
Monomorium exiguum,native,Niger,""
Monomorium subopacum,native,Niger,""
Pheidole megacephala,native,Niger,""
Strumigenys ludovici,native,Niger,""
Tetramorium sericeiventre,native,Niger,""
Cardiocondyla wroughtonii,established.outdoors,Nigeria,""
Monomorium floricola,established.outdoors,Nigeria,""
Paratrechina longicornis,established.outdoors,Nigeria,""
Plagiolepis alluaudi,established.outdoors,Nigeria,""
Solenopsis geminata,established.outdoors,Nigeria,""
Tapinoma melanocephalum,established.outdoors,Nigeria,""
Brachyponera sennaarensis,native,Nigeria,""
Camponotus maculatus,native,Nigeria,""
Camponotus sericeus,native,Nigeria,""
Cardiocondyla emeryi,native,Nigeria,""
Dorylus fulvus,native,Nigeria,""
Hypoponera punctatissima,native,Nigeria,""
Lepisiota canescens,native,Nigeria,""
Lepisiota capensis,native,Nigeria,""
Monomorium bicolor,native,Nigeria,""
Monomorium exiguum,native,Nigeria,""
Monomorium pharaonis,native,Nigeria,""
Odontomachus troglodytes,native,Nigeria,""
Pheidole megacephala,native,Nigeria,""
Strumigenys ludovici,native,Nigeria,""
Strumigenys rogeri,native,Nigeria,""
Strumigenys simoni,native,Nigeria,""
Syllophopsis cryptobia,native,Nigeria,""
Tetramorium caldarium,native,Nigeria,""
Tetramorium delagoense,native,Nigeria,""
Tetramorium lucayanum,native,Nigeria,""
Tetramorium sericeiventre,native,Nigeria,""
Tetramorium simillimum,native,Nigeria,""
Plagiolepis alluaudi,established.outdoors,Ningxia,""
Lasius flavus,native,Ningxia,""
Anoplolepis gracilipes,established.outdoors,Niue,""
Cardiocondyla emeryi,established.outdoors,Niue,""
Hypoponera punctatissima,established.outdoors,Niue,""
Monomorium floricola,established.outdoors,Niue,""
Monomorium liliuokalanii,established.outdoors,Niue,""
Nylanderia bourbonica,established.outdoors,Niue,""
Nylanderia vaga,established.outdoors,Niue,""
Paratrechina longicornis,established.outdoors,Niue,""
Pheidole megacephala,established.outdoors,Niue,""
Plagiolepis alluaudi,established.outdoors,Niue,""
Strumigenys godeffroyi,established.outdoors,Niue,""
Strumigenys lewisi,established.outdoors,Niue,""
Strumigenys rogeri,established.outdoors,Niue,""
Tapinoma melanocephalum,established.outdoors,Niue,""
Technomyrmex vitiensis,established.outdoors,Niue,""
Tetramorium insolens,established.outdoors,Niue,""
Tetramorium pacificum,established.outdoors,Niue,""
Tetramorium simillimum,established.outdoors,Niue,""
Tetramorium smithi,established.outdoors,Niue,""
Tetramorium tonganum,established.outdoors,Niue,""
Trichomyrmex destructor,established.outdoors,Niue,""
Camponotus chloroticus,native,Niue,""
Odontomachus simillimus,native,Niue,""
Pheidole sexspinosa,native,Niue,""
Syllophopsis australica,native,Niue,""
Tapinoma minutum,native,Niue,""
Cardiocondyla emeryi,established.outdoors,Norfolk Island,""
Cardiocondyla nuda,established.outdoors,Norfolk Island,""
Hypoponera punctatissima,established.outdoors,Norfolk Island,""
Hypoponera ragusai,established.outdoors,Norfolk Island,""
Iridomyrmex minor,established.outdoors,Norfolk Island,""
Iridomyrmex suchieri,established.outdoors,Norfolk Island,""
Linepithema humile,established.outdoors,Norfolk Island,""
Nylanderia vaga,established.outdoors,Norfolk Island,""
Paratrechina longicornis,established.outdoors,Norfolk Island,""
Pheidole megacephala,established.outdoors,Norfolk Island,""
Pheidole vigilans,established.outdoors,Norfolk Island,""
Plagiolepis alluaudi,established.outdoors,Norfolk Island,""
Ponera leae,established.outdoors,Norfolk Island,""
Strumigenys perplexa,established.outdoors,Norfolk Island,""
Tapinoma melanocephalum,established.outdoors,Norfolk Island,""
Technomyrmex jocosus,established.outdoors,Norfolk Island,""
Tetramorium bicarinatum,established.outdoors,Norfolk Island,""
Tetramorium caldarium,established.outdoors,Norfolk Island,""
Tetramorium simillimum,established.outdoors,Norfolk Island,""
Amblyopone australis,native,Norfolk Island,""
Monomorium fieldi,native,Norfolk Island,""
Nylanderia glabrior,native,Norfolk Island,""
Nylanderia fulva,established.outdoors,Norte de Santander,""
Tapinoma melanocephalum,established.outdoors,Norte de Santander,""
Acromyrmex octospinosus,native,Norte de Santander,""
Brachymyrmex minutus,native,Norte de Santander,""
Brachymyrmex termitophilus,native,Norte de Santander,""
Odontomachus haematodus,native,Norte de Santander,""
Pachycondyla harpax,native,Norte de Santander,""
Pseudomyrmex gracilis,native,Norte de Santander,""
Pseudoponera stigma,native,Norte de Santander,""
Strumigenys gundlachi,native,Norte de Santander,""
Brachymyrmex patagonicus,established.outdoors,North Carolina,""
Brachyponera chinensis,established.outdoors,North Carolina,""
Cyphomyrmex rimosus,established.outdoors,North Carolina,""
Hypoponera opaciceps,established.outdoors,North Carolina,""
Linepithema humile,established.outdoors,North Carolina,""
Paratrechina longicornis,established.outdoors,North Carolina,""
Solenopsis invicta,established.outdoors,North Carolina,""
Solenopsis richteri,established.outdoors,North Carolina,""
Solenopsis saevissima,established.outdoors,North Carolina,""
Strumigenys membranifera,established.outdoors,North Carolina,""
Strumigenys silvestrii,established.outdoors,North Carolina,""
Tetramorium bicarinatum,established.outdoors,North Carolina,""
Tetramorium immigrans,established.outdoors,North Carolina,""
Tetramorium lanuginosum,established.outdoors,North Carolina,""
Camponotus pennsylvanicus,native,North Carolina,""
Hypoponera opacior,native,North Carolina,""
Lasius neoniger,native,North Carolina,""
Monomorium trageri,native,North Carolina,""
Nylanderia vividula,native,North Carolina,""
Ponera exotica,native,North Carolina,""
Solenopsis geminata,native,North Carolina,""
Solenopsis globularia,native,North Carolina,""
Strumigenys louisianae,native,North Carolina,""
Tapinoma sessile,native,North Carolina,""
Temnothorax longispinosus,native,North Carolina,""
Camponotus pennsylvanicus,native,North Dakota,""
Lasius neoniger,native,North Dakota,""
Pogonomyrmex occidentalis,native,North Dakota,""
Tapinoma sessile,native,North Dakota,""
Technomyrmex brunneus,established.outdoors,North Korea,""
Brachyponera chinensis,native,North Korea,""
Camponotus itoi,native,North Korea,""
Lasius citrinus,native,North Korea,""
Lasius flavus,native,North Korea,""
Lasius japonicus,native,North Korea,""
Myrmica kotokui,native,North Korea,""
Nylanderia flavipes,native,North Korea,""
Ochetellus glaber,native,North Korea,""
Strumigenys lewisi,native,North Korea,""
Tetramorium tsushimae,native,North Korea,""
Vollenhovia emeryi,native,North Korea,""
Anochetus graeffei,established.outdoors,North Western Australia,""
Lioponera longitarsus,established.outdoors,North Western Australia,""
Monomorium floricola,established.outdoors,North Western Australia,""
Monomorium pharaonis,established.outdoors,North Western Australia,""
Paratrechina longicornis,established.outdoors,North Western Australia,""
Solenopsis geminata,established.outdoors,North Western Australia,""
Tapinoma melanocephalum,established.outdoors,North Western Australia,""
Tetramorium lanuginosum,established.outdoors,North Western Australia,""
Tetramorium simillimum,established.outdoors,North Western Australia,""
Trichomyrmex destructor,established.outdoors,North Western Australia,""
Trichomyrmex mayri,established.outdoors,North Western Australia,""
Amblyopone australis,native,North Western Australia,""
Cardiocondyla nuda,native,North Western Australia,""
Cardiocondyla wroughtonii,native,North Western Australia,""
Doleromyrma darwiniana,native,North Western Australia,""
Iridomyrmex anceps,native,North Western Australia,""
Iridomyrmex minor,native,North Western Australia,""
Iridomyrmex suchieri,native,North Western Australia,""
Monomorium fieldi,native,North Western Australia,""
Monomorium sydneyense,native,North Western Australia,""
Nylanderia glabrior,native,North Western Australia,""
Ochetellus glaber,native,North Western Australia,""
Oecophylla smaragdina,native,North Western Australia,""
Paraparatrechina minutula,native,North Western Australia,""
Parvaponera darwinii,native,North Western Australia,""
Pheidole rugosula,native,North Western Australia,""
Platythyrea parallela,native,North Western Australia,""
Ponera leae,native,North Western Australia,""
Rhytidoponera mayri,native,North Western Australia,""
Rhytidoponera metallica,native,North Western Australia,""
Strumigenys emmae,native,North Western Australia,""
Anochetus graeffei,established.outdoors,Northern Territory,""
Anoplolepis gracilipes,established.outdoors,Northern Territory,""
Cardiocondyla minutior,established.outdoors,Northern Territory,""
Lioponera longitarsus,established.outdoors,Northern Territory,""
Monomorium floricola,established.outdoors,Northern Territory,""
Monomorium pharaonis,established.outdoors,Northern Territory,""
Paratrechina longicornis,established.outdoors,Northern Territory,""
Pheidole megacephala,established.outdoors,Northern Territory,""
Plagiolepis alluaudi,established.outdoors,Northern Territory,""
Solenopsis geminata,established.outdoors,Northern Territory,""
Strumigenys membranifera,established.outdoors,Northern Territory,""
Syllophopsis sechellensis,established.outdoors,Northern Territory,""
Tapinoma melanocephalum,established.outdoors,Northern Territory,""
Technomyrmex difficilis,established.outdoors,Northern Territory,""
Technomyrmex vitiensis,established.outdoors,Northern Territory,""
Tetramorium bicarinatum,established.outdoors,Northern Territory,""
Tetramorium lanuginosum,established.outdoors,Northern Territory,""
Tetramorium pacificum,established.outdoors,Northern Territory,""
Tetramorium simillimum,established.outdoors,Northern Territory,""
Trichomyrmex destructor,established.outdoors,Northern Territory,""
Trichomyrmex mayri,established.outdoors,Northern Territory,""
Cardiocondyla nuda,native,Northern Territory,""
Cardiocondyla wroughtonii,native,Northern Territory,""
Iridomyrmex anceps,native,Northern Territory,""
Iridomyrmex minor,native,Northern Territory,""
Iridomyrmex suchieri,native,Northern Territory,""
Meranoplus minor,native,Northern Territory,""
Monomorium fieldi,native,Northern Territory,""
Monomorium sydneyense,native,Northern Territory,""
Nylanderia glabrior,native,Northern Territory,""
Odontomachus simillimus,native,Northern Territory,""
Oecophylla smaragdina,native,Northern Territory,""
Paraparatrechina minutula,native,Northern Territory,""
Parvaponera darwinii,native,Northern Territory,""
Platythyrea parallela,native,Northern Territory,""
