Binomial,Family,Order,Location,Date,Pathway,InvasionStage,References
Ondatra zibethicus,Cricetidae,Rodentia,Sweden,1905,"Fur Farming, Wild Fur",Invasive,"Long 2003, Skyriene & Paulauskas 2012, Cassola 2016c, EASIN 2019, Tsiamis et al. 2019, GBIF.org 2020u"
Ondatra zibethicus,Cricetidae,Rodentia,Switzerland,1905,"Fur Farming, Wild Fur",Invasive,"Long 2003, Skyriene & Paulauskas 2012, Cassola 2016c, EASIN 2019, Tsiamis et al. 2019, GBIF.org 2020u"
Ondatra zibethicus,Cricetidae,Rodentia,Ukraine,1905,"Fur Farming, Wild Fur",Invasive,"Long 2003, Skyriene & Paulauskas 2012, Cassola 2016c, EASIN 2019, Tsiamis et al. 2019, GBIF.org 2020u"
Oreamnos americanus,Bovidae,Cetartiodactyla,Alaska,1923,Hunting,Established,"Long 2003, Festa-Bianchet 2008a, MacDonald & Cook 2010"
Oreamnos americanus,Bovidae,Cetartiodactyla,United States of America,NA,Hunting,Established,"Long 2003, Festa-Bianchet 2008a, GBIF.org 2020v"
Oreamnos americanus,Bovidae,Cetartiodactyla,United States of America,NA,Hunting,Established,"Long 2003, GBIF.org 2020v"
Ornithorhynchus anatinus,Ornithorhynchidae,Monotremata,Australia,1928,Conservation,Established,"Long 2003, Furlan et al. 2012, Woinarski & Burbidge 2016d"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Chile,1750,Hunting,Invasive,"Long 2003, Smith & Boyer 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,United Kingdom of Great Britain and Northern Ireland,NA,"Farming, Hunting (L)",Invasive,"Long 2003, Lees & Bell 2008, Smith & Boyer 2008, Montgomery et al. 2014, Mathews et al. 2018"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Greece,-300,Hunting (L),Invasive,"Long 2003, Smith & Boyer 2008, Masseti 2012"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Ireland,NA,"Farming, Hunting (L)",Invasive,"Long 2003, Smith & Boyer 2008, INBDC 2018b, Montgomery et al. 2014"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Sweden,NA,"Farming, Hunting (L)",Invasive,"Long 2003, Smith & Boyer 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Guernsey,1959,"Farming, Hunting (L)",Invasive,"Long 2003, Smith & Boyer 2008, Montgomery et al. 2014"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Falkland Islands,1765,Hunting,Invasive,"Long 2003, Otley et al. 2008, Bonino & Soriguer 2009, Delibes & Delibes-Mateos 2015, Ballari et al. 2016"
Oryctolagus cuniculus,Leporidae,Lagomorpha,United Kingdom of Great Britain and Northern Ireland,NA,"Farming, Hunting (L)",Invasive,"Long 2003, Smith & Boyer 2008, INBDC 2018b, Montgomery et al. 2014"
Oryctolagus cuniculus,Leporidae,Lagomorpha,New Zealand,1865,Hunting,Invasive,"Long 2003, Smith & Boyer 2008, PDNZDC 2017"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Tasmania,NA,Hunting,Invasive,"Kirkpatric et al. 2008a, DEEA 2016"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Australia,NA,Hunting,Invasive,"Kirkpatric et al. 2008a, DEEA 2016"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Balearic Islands,-1350,Hunting (L),Established,"Long 2003, Ferrand 2008, Masseti & De Marinis 2008, Traveset et al. 2009, Masseti 2010, 2012, Seixas et al. 2014"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Canary Islands,1410,Hunting,Invasive,"Long 2003, Nogales et al. 2006, Ferrand 2008, Lees & Bell 2008, Traveset et al. 2009, Masseti 2010"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Corsica,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Réunion,NA,Hunting,Invasive,"Long 2003, Kirkpatric et al. 2008a, GEILA 2020"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Canary Islands,1410,Hunting,Invasive,"Long 2003, Nogales et al. 2006, Ferrand 2008, Lees & Bell 2008, Masseti & De Marinis 2008, Traveset et al. 2009"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Madeira,1410,Hunting,Invasive,"Ferrand & Branco 2007, Ferrand 2008, Lees & Bell 2008, Silva et al. 2008, Bencatel et al. 2019"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Norway,1904,Hunting (L),Invasive,"Long 2003, Smith & Boyer 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Germany,NA,"Farming, Hunting (L)",Established,"Long 2003, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Poland,NA,"Farming, Hunting (L)",Established,"Long 2003, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Sweden,NA,"Farming, Hunting (L)",Invasive,"Long 2003, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Argentina,1810,Hunting,Invasive,"Long 2003, Novillo & Ojeda 2008, Bonino & Soriguer 2009, Delibes & Delibes-Mateos 2015, Ballari et al. 2016"
Oryctolagus cuniculus,Leporidae,Lagomorpha,United States of America,1929,"Fauna Improvement, Hunting",Invasive,"Witmer & Lewis 2001, Long 2003, GOERT 2019, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Canada,1909,"Fauna Improvement, Hunting, Pet",Invasive,"Long 2003, Hipfner et al. 2010, Naughton & Canadian Museum of Nature 2012c, GOERT 2019, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,"Moldova, Republic of",1890,Hunting,Established,"Long 2003, Ferrand & Branco 2007, Smith & Boyer 2008, Miquel & Vasko 2014"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Romania,1890,Hunting,Established,"Long 2003, Ferrand & Branco 2007, Smith & Boyer 2008, Miquel & Vasko 2014"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Corsica,100,"Farming, Hunting (L)",Established,"Vigne 1992, Long 2003, Trocchi & Riga 2005, Smith & Boyer 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Malta,NA,Hunting (L),Established,"Long 2003, Borg 2005, Sciberras et al. 2012, Masseti 2012"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Spain,NA,Hunting (L),Established,"Long 2003, Nogales et al. 2006, Lees & Bell 2008, Ferrand 2008, Masseti & De Marinis 2008, Traveset et al. 2009"
Oryctolagus cuniculus,Leporidae,Lagomorpha,French Southern Territories,1874,Hunting,Invasive,"Chapuis et al. 1994, Courchamp et al. 2003, Lebouvier 2007, Lees & Bell 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Italy,NA,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Angelici et al. 2009, Smith & Boyer 2008, Masseti & De Marinis 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Sicily,-1350,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand 2008, Angelici et al. 2009, Smith & Boyer 2008, Masseti & De Marinis 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Namibia,1850,"Hunting, Pet (L)",Established,"Chapuis et al. 1994, Long 2003, Smith & Boyer 2008"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Sardinia,NA,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Finland,1985,Pet,Invasive,"Leikas & Rautiainen 2010, Nummi 2017, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Cuba,NA,Hunting,Established,"Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez & Mancina 2017"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Saint Vincent and the Grenadines,1880,Hunting,Established,"Long 2003, Masseti 2011"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Japan,1845,Fauna Improvement (L),Invasive,"Long 2003, NIESJ 2018a"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Isle of Man,1657,"Farming, Hunting (L)",Invasive,"Long 2003, Lees & Bell 2008, Smith & Boyer 2008, Montgomery et al. 2014, Mathews et al. 2018"
Oryctolagus cuniculus,Leporidae,Lagomorpha,"Saint Helena, Ascension and Tristan da Cunha",1100,"Farming, Hunting",Invasive,"Long 2003, Smith & Boyer 2008, Varnham 2006"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Austria,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Belarus,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Belgium,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Croatia,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Czech Republic,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Denmark,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,France,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Hungary,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Luxembourg,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Monaco,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Netherlands,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Russian Federation,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Serbia,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Slovakia,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Slovenia,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Switzerland,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Ukraine,100,"Farming, Hunting (L)",Established,"Long 2003, Trocchi & Riga 2005, Ferrand & Branco 2007, Ferrand 2008, Smith & Boyer 2008, GBIF.org 2020w"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Bermuda,1612,Farming,Established,Masseti 2011
Oryctolagus cuniculus,Leporidae,Lagomorpha,New Caledonia,1870,"Fauna Improvement, Hunting, Pet",Established,"Bourguet et al. 2012, CEN 2017"
Oryctolagus cuniculus,Leporidae,Lagomorpha,Azores,1410,Hunting,Invasive,"Ferrand & Branco 2007, Ferrand 2008, Lees & Bell 2008, Silva et al. 2008, Bencatel et al. 2019"
Oryx gazella,Bovidae,Cetartiodactyla,United States of America,1969,Hunting,Invasive,"Long 2003, USNPS 2016, GBIF.org 2020x"
Ovibos moschatus,Bovidae,Cetartiodactyla,Alaska,1935,Conservation,Established,"Long 2003, MacDonald & Cook 2010, Cuyler et al. 2020"
Ovibos moschatus,Bovidae,Cetartiodactyla,Greenland,1962,Conservation,Established,"Long 2003, Gunn & Forchhammer 2008, Cuyler et al. 2020"
Ovibos moschatus,Bovidae,Cetartiodactyla,Russian Federation,1975,Conservation,Established,"Long 2003, Baskin & Danell 2003, Gunn & Forchhammer 2008, MacDonald & Cook 2010, Cuyler et al. 2020"
Ovibos moschatus,Bovidae,Cetartiodactyla,Norway,1947,Zoo,Established,"Long 2003, Gederaas et al. 2012, Cuyler et al. 2020, GBIF.org 2020y"
Ovibos moschatus,Bovidae,Cetartiodactyla,Sweden,1947,Zoo,Established,"Long 2003, Gederaas et al. 2012, Cuyler et al. 2020, GBIF.org 2020y"
Ovibos moschatus,Bovidae,Cetartiodactyla,Svalbard and Jan Mayen,1978,Conservation,Established,"Long 2003, Baskin & Danell 2003, Gunn & Forchhammer 2008, MacDonald & Cook 2010, Cuyler et al. 2020"
Ovibos moschatus,Bovidae,Cetartiodactyla,Canada,1973,Conservation,Established,"Long 2003, Chubbs & Brazil 2007, Naughton & Canadian Museum of Nature 2012a, Cuyler et al. 2020"
Ovis canadensis,Bovidae,Cetartiodactyla,Canada,1927,Hunting,Established,"Long 2003, Festa-Bianchet 2008b"
Ovis canadensis,Bovidae,Cetartiodactyla,United States of America,1927,Hunting,Established,"Long 2003, Festa-Bianchet 2008b"
Ovis canadensis,Bovidae,Cetartiodactyla,Mexico,1975,Conservation,Established,"Long 2003, Festa-Bianchet 2008b, Wilder et al. 2014"
Ovis orientalis,Bovidae,Cetartiodactyla,Canary Islands,1971,Hunting,Invasive,"Nogales et al. 2006, Acevedo Rodríguez & Medina 2010, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Cyprus,-11000,"Farming, Hunting (L)",Established,"Long 2003, Guerrini et al. 2015"
Ovis orientalis,Bovidae,Cetartiodactyla,Cuba,1493,Hunting,Invasive,"Borroto-Páez 2009, Borroto-Páez & Mancina 2017"
Ovis orientalis,Bovidae,Cetartiodactyla,Hawaiian Islands,1962,Hunting,Invasive,"Long 2003, Marchand et al. 2013, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Hawaiian Islands,1962,Hunting,Invasive,"Long 2003, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Andorra,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Austria,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Croatia,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Czech Republic,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,France,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Germany,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Gibraltar,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Hungary,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Italy,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Monaco,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Romania,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Slovakia,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Slovenia,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Spain,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Switzerland,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Ukraine,1731,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016, EASIN 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Norway,1980,Hunting,Established,"Apollonio et al. 2010, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Sweden,1980,Hunting,Established,"Apollonio et al. 2010, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Sardinia,-7000,"Farming, Hunting (L)",Established,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Loy et al. 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Poland,NA,Hunting,Established,"Apollonio et al. 2010, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Belgium,1905,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Luxembourg,1905,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Netherlands,1905,"Hunting, Ornamental Purposes",Established,"Apollonio et al. 2010, Cassinello 2016"
Ovis orientalis,Bovidae,Cetartiodactyla,Sardinia,-7000,"Farming, Hunting (L)",Established,"Vigne 1992, Gippoliti & Amori 2006, Carnevali et al. 2009, Apollonio et al. 2010, Varuzza 2019, Loy et al. 2019"
Ovis orientalis,Bovidae,Cetartiodactyla,Corsica,-7000,"Farming, Hunting (L)",Established,"Vigne 1992, Gippoliti & Amori 2006, Valdez 2008, Loy et al. 2019, GBIF.org 2020z"
Paguma larvata,Viverridae,Carnivora,Japan,1400,Wild Fur,Invasive,"Long 2003, Masuda et al. 2010, Inoue et al. 2012, NIESJ 2019d"
Paguma larvata,Viverridae,Carnivora,Japan,1400,Wild Fur,Invasive,"Long 2003, Masuda et al. 2010, Inoue et al. 2012, Duckworth et al. 2016c, NIESJ 2019d, GBIF.org 2020aa"
Paguma larvata,Viverridae,Carnivora,Japan,1400,Wild Fur,Invasive,"Long 2003, Masuda et al. 2010, Inoue et al. 2012, Duckworth et al. 2016c, NIESJ 2019d"
Paradoxurus hermaphroditus,Viverridae,Carnivora,Indonesia,-2200,Biological Control (L),Established,"Long 2003, Heinsohn 2003, Duckworth et al. 2016b"
Paradoxurus hermaphroditus,Viverridae,Carnivora,Timor-Leste,-2200,Biological Control (L),Established,"Long 2003, Heinsohn 2003, Duckworth et al. 2016b"
Paradoxurus hermaphroditus,Viverridae,Carnivora,Indonesia,-2200,Biological Control (L),Established,"Long 2003, Heinsohn 2003"
Peromyscus maniculatus,Cricetidae,Rodentia,United States of America,1962,Stowaway,Established,Long 2003
Peromyscus maniculatus,Cricetidae,Rodentia,Canada,1965,Stowaway,Established,"Hearn et al. 2006, Naughton & Canadian Museum of Nature 2012d, Strong & Leroux 2014"
Peromyscus maniculatus,Cricetidae,Rodentia,Alaska,1975,Stowaway,Established,"MacDonald et al. 2009, MacDonald & Cook 2010"
Petaurus breviceps,Petauridae,Diprotodontia,Indonesia,NA,Pet (L),Established,"Heinsohn 2003, Long 2003, Heinsohn 2010"
Petaurus breviceps,Petauridae,Diprotodontia,Indonesia,NA,Pet (L),Established,"Heinsohn 2003, 2010"
Petaurus breviceps,Petauridae,Diprotodontia,Tasmania,1835,"Fauna Improvement, Pet",Invasive,"Long 2003, Stojanovic et al. 2014, Campbell et al. 2018, Symes et al. 2020"
Petrogale penicillata,Macropodidae,Diprotodontia,Hawaiian Islands,1916,Pet,Established,"Long 2003, Heinsohn 2010, Menkhorst & Hynes 2011, Woinarski & Burbidge 2016f"
Phalanger orientalis,Phalangeridae,Diprotodontia,Papua New Guinea,NA,"Hunting, Pet (L)",Established,"Long 2003, Heinsohn 2010, Leary et al. 2016b"
Phalanger orientalis,Phalangeridae,Diprotodontia,Solomon Islands,NA,"Hunting, Pet (L)",Established,"Long 2003, Heinsohn 2010, Leary et al. 2016b"
Phalanger orientalis,Phalangeridae,Diprotodontia,Timor-Leste,-4800,"Hunting, Pet (L)",Established,"Long 2003, Heinsohn 2010, Leary et al. 2016b"
Phalanger orientalis,Phalangeridae,Diprotodontia,Indonesia,NA,"Hunting, Pet (L)",Established,"Long 2003, Heinsohn 2010, Leary et al. 2016b"
Phalanger orientalis,Phalangeridae,Diprotodontia,Indonesia,NA,"Hunting, Pet (L)",Established,"Long 2003, Heinsohn 2010"
Phascolarctos cinereus,Phascolarctidae,Diprotodontia,Australia,1890,Conservation,Invasive,"Long 2003, Menkhorst 2008, Woinarski & Burbidge 2016c"
Piliocolobus kirkii,Cercopithecidae,Primates,"Tanzania, United Republic of",1973,Conservation,Established,"Long 2003, Butynski & de Jong 2011, Struhsaker & Siex 2016, Davenport et al. 2017"
Potamochoerus larvatus,Suidae,Cetartiodactyla,Madagascar,-500,Hunting (L),Invasive,"William et al. 1993, Long 2003, Blench 2007, Jori et al. 2009"
Potamochoerus larvatus,Suidae,Cetartiodactyla,Mayotte,1932,Hunting,Invasive,"William et al. 1993, Long 2003, Cheke 2010"
Procyon lotor,Procyonidae,Carnivora,Italy,2004,Pet,Invasive,"Canova & Rossi 2008, Mori et al. 2015, Tsiamis et al 2017, Salgado 2018, EASIN 2019, GBIF.org 2020ad"
Procyon lotor,Procyonidae,Carnivora,Balearic Islands,2001,Pet,Invasive,"García et al. 2012, Tsiamis et al 2017, Salgado 2018, EASIN 2019, Junoy 2019"
Procyon lotor,Procyonidae,Carnivora,Japan,1962,"Pet, Zoo",Invasive,"Tohru et al. 2004, NIESJ 2019g"
Procyon lotor,Procyonidae,Carnivora,Guadeloupe,1850,"Pet, Wild Fur (L)",Invasive,Helgen et al. 2008
Procyon lotor,Procyonidae,Carnivora,Martinique,1954,"Pet, Wild Fur (L)",Invasive,Helgen et al. 2008
Procyon lotor,Procyonidae,Carnivora,Saint Martin,1985,"Pet, Wild Fur (L)",Invasive,"Brown 2008, Helgen et al. 2008"
Procyon lotor,Procyonidae,Carnivora,Sint Maarten,1985,"Pet, Wild Fur (L)",Invasive,"Brown 2008, Helgen et al. 2008"
Procyon lotor,Procyonidae,Carnivora,Guadeloupe,1850,"Pet, Wild Fur (L)",Invasive,"Long 2003, Helgen et al. 2008, Borroto-Páez & Woods 2012"
Procyon lotor,Procyonidae,Carnivora,Denmark,NA,"Pet, Wild Fur",Invasive,"Tsiamis et al 2017, Salgado 2018, EASIN 2019"
Procyon lotor,Procyonidae,Carnivora,Netherlands,NA,"Pet, Wild Fur",Invasive,"Tsiamis et al 2017, Salgado 2018, EASIN 2019"
Procyon lotor,Procyonidae,Carnivora,Germany,NA,"Pet, Wild Fur",Invasive,"Tsiamis et al 2017, Salgado 2018, EASIN 2019"
Procyon lotor,Procyonidae,Carnivora,Poland,NA,"Pet, Wild Fur",Invasive,"Tsiamis et al 2017, Salgado 2018, EASIN 2019"
Procyon lotor,Procyonidae,Carnivora,Spain,2003,Pet,Invasive,"García et al. 2012, Alda et al. 2013, Biedrzycka et al. 2014, Tsiamis et al 2017, Salgado 2018, EASIN 2019"
Procyon lotor,Procyonidae,Carnivora,France,NA,Pet,Invasive,"Pagès & Lemarchand 2012, Léger & Ruette 2014, Tsiamis et al 2017, Salgado 2018, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Armenia,1941,Wild Fur,Invasive,"Long 2003, Zazanashvili & Mallon 2009, Salgado 2018, Kalandarishvili & Heltai 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Azerbaijan,1941,Wild Fur,Invasive,"Long 2003, Zazanashvili & Mallon 2009, Salgado 2018, Kalandarishvili & Heltai 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Georgia,1941,Wild Fur,Invasive,"Long 2003, Zazanashvili & Mallon 2009, Salgado 2018, Kalandarishvili & Heltai 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,"Iran, Islamic Republic of",1941,Wild Fur,Invasive,"Long 2003, Zazanashvili & Mallon 2009, Salgado 2018, Kalandarishvili & Heltai 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Russian Federation,1941,Wild Fur,Invasive,"Long 2003, Zazanashvili & Mallon 2009, Salgado 2018, Kalandarishvili & Heltai 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Turkey,1941,Wild Fur,Invasive,"Long 2003, Zazanashvili & Mallon 2009, Salgado 2018, Kalandarishvili & Heltai 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Belarus,1954,Wild Fur,Invasive,"Long 2003, Salgado 2018"
Procyon lotor,Procyonidae,Carnivora,Ukraine,1954,Wild Fur,Invasive,"Long 2003, Salgado 2018"
Procyon lotor,Procyonidae,Carnivora,Austria,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Belgium,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Czech Republic,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Hungary,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
