Binomial,Family,Order,Location,Date,Pathway,InvasionStage,References
Alces alces,Cervidae,Cetartiodactyla,Canada,1904,Hunting,Invasive,"Long 2003, McLaren et al. 2004, Hearn et al. 2006, Gosse et al. 2011, Strong & Leroux 2014"
Ammotragus lervia,Bovidae,Cetartiodactyla,Mexico,1950,"Hunting, Zoo",Invasive,"Long 2003, Cassinello 2015, Mori et al. 2017"
Ammotragus lervia,Bovidae,Cetartiodactyla,United States of America,1950,"Hunting, Zoo",Invasive,"Long 2003, Cassinello 2015, Mori et al. 2017"
Ammotragus lervia,Bovidae,Cetartiodactyla,Canary Islands,1972,Conservation,Invasive,"Long 2003, Cassinello 2015, Mori et al. 2017"
Ammotragus lervia,Bovidae,Cetartiodactyla,Italy,1993,"Hunting, Ornamental Purposes",Established,"Cassinello 2015, Mori et al. 2017"
Ammotragus lervia,Bovidae,Cetartiodactyla,Croatia,1995,"Fauna Improvement, Hunting",Established,"Cassinello 2015, Mori et al. 2017"
Ammotragus lervia,Bovidae,Cetartiodactyla,Spain,1970,"Conservation, Zoo",Invasive,"Long 2003, Cassinello 2015, Mori et al. 2017"
Antilope cervicapra,Bovidae,Cetartiodactyla,Cuba,1985,Hunting,Established,"Borroto-Páez 2009, Borroto-Páez & Mancina 2017"
Antilope cervicapra,Bovidae,Cetartiodactyla,Argentina,1906,Hunting,Invasive,"Long 2003, Novillo & Ojeda 2008, Csurhes & Fisher 2016"
Antilope cervicapra,Bovidae,Cetartiodactyla,Uruguay,1906,Hunting,Invasive,"Long 2003, Novillo & Ojeda 2008, Csurhes & Fisher 2016"
Antilope cervicapra,Bovidae,Cetartiodactyla,United States of America,1932,Hunting,Invasive,"Long 2003, Simberloff & Rejmánek 2011, Csurhes & Fisher 2016"
Apodemus sylvaticus,Muridae,Rodentia,Balearic Islands,-2200,Stowaway (L),Established,"Traveset et al. 2009, Schlitter et al. 2016"
Apodemus sylvaticus,Muridae,Rodentia,Sardinia,-5000,Stowaway (L),Established,"Vigne 1992, Gippoliti & Amori 2006, Schlitter et al. 2016"
Apodemus sylvaticus,Muridae,Rodentia,Balearic Islands,-2200,Stowaway (L),Established,Traveset et al. 2009
Apodemus sylvaticus,Muridae,Rodentia,Corsica,-5000,Stowaway (L),Established,"Vigne 1992, Gippoliti & Amori 2006, Schlitter et al. 2016"
Apodemus sylvaticus,Muridae,Rodentia,Italy,-5000,Stowaway (L),Established,Gippoliti & Amori 2006
Apodemus sylvaticus,Muridae,Rodentia,Ireland,-6000,Stowaway (L),Established,"Montgomery et al. 2011, Schlitter et al. 2016, Herman et al. 2017, INBDC 2018a, NBN 2019a"
Apodemus sylvaticus,Muridae,Rodentia,Iceland,-1100,Stowaway (L),Established,"Bengtson et al. 1989, Schlitter et al. 2016, Herman et al. 2017, IINH 2019"
Apodemus sylvaticus,Muridae,Rodentia,Algeria,-7500,Stowaway (L),Established,"Lalis et al. 2016, Schlitter et al. 2016, Herman et al. 2017"
Apodemus sylvaticus,Muridae,Rodentia,Morocco,-7500,Stowaway (L),Established,"Lalis et al. 2016, Schlitter et al. 2016, Herman et al. 2017"
Apodemus sylvaticus,Muridae,Rodentia,Spain,-7500,Stowaway (L),Established,"Lalis et al. 2016, Schlitter et al. 2016, Herman et al. 2017"
Apodemus sylvaticus,Muridae,Rodentia,Tunisia,-7500,Stowaway (L),Established,"Lalis et al. 2016, Schlitter et al. 2016, Herman et al. 2017"
Apodemus sylvaticus,Muridae,Rodentia,United Kingdom of Great Britain and Northern Ireland,-10000,Stowaway (L),Established,"Herman et al. 2017, NBN 2019a"
Apodemus sylvaticus,Muridae,Rodentia,United Kingdom of Great Britain and Northern Ireland,-10000,Stowaway (L),Established,"Schlitter et al. 2016, Herman et al. 2017, NBN 2019a"
Apodemus sylvaticus,Muridae,Rodentia,United Kingdom of Great Britain and Northern Ireland,-10000,Stowaway (L),Established,"Schlitter et al. 2016, Herman et al. 2017, Mathews et al. 2018, NBN 2019a"
Apodemus sylvaticus,Muridae,Rodentia,United Kingdom of Great Britain and Northern Ireland,-10000,Stowaway (L),Established,"Herman et al. 2017, Mathews et al. 2018, NBN 2019a"
Apodemus sylvaticus,Muridae,Rodentia,Guernsey,-11500,Stowaway (L),Established,Herman et al. 2017
Apodemus sylvaticus,Muridae,Rodentia,Jersey,-11500,Stowaway (L),Established,Herman et al. 2017
Apodemus sylvaticus,Muridae,Rodentia,Isle of Man,-10000,Stowaway (L),Established,"Schlitter et al. 2016, Herman et al. 2017, NBN 2019a"
Atelerix algirus,Erinaceidae,Eulipotyphla,Malta,1850,Biological Control,Established,"Long 2003, Borg 2005, Amori et al. 2008, Morales & Rofes 2008, Sciberras et al. 2012"
Atelerix algirus,Erinaceidae,Eulipotyphla,Canary Islands,1892,"Biological Control, Hunting (L)",Invasive,"Amori et al. 2008, Nogales et al. 2006, Barech et al. 2015, Khaldi et al. 2016, BDBC 2019"
Atelerix algirus,Erinaceidae,Eulipotyphla,Balearic Islands,1250,Hunting,Established,"Amori et al. 2008, Morales & Rofes 2008, García-Rodríguez & Puig-Montserrat 2014, Khaldi et al. 2016"
Atelerix algirus,Erinaceidae,Eulipotyphla,Malta,1850,Biological Control,Established,"Borg 2005, Amori et al. 2008, Sciberras et al. 2012"
Atelerix algirus,Erinaceidae,Eulipotyphla,Spain,NA,"Biological Control, Hunting, Pet (L)",Established,"Amori et al. 2008, Barech et al. 2015, Khaldi et al. 2016"
Atlantoxerus getulus,Sciuridae,Rodentia,Canary Islands,1965,Pet,Invasive,"Long 2003, Nogales et al. 2006, Genovesi et al. 2009"
Axis axis,Cervidae,Cetartiodactyla,Hawaiian Islands,1867,Hunting,Invasive,"Anderson 1999, Long 2003, Dolman & Wäber 2008"
Axis axis,Cervidae,Cetartiodactyla,United States of America,1932,Hunting,Established,"Long 2003, Dolman & Wäber 2008, GBIF.org 2020a"
Axis axis,Cervidae,Cetartiodactyla,Croatia,1974,Hunting,Invasive,"Long 2003, Apollonio et al. 2010, Sprem & Zachos 2020"
Axis axis,Cervidae,Cetartiodactyla,Australia,NA,Hunting,Invasive,"Long 2003, Moriarty 2004, West 2011, Davis et al. 2016"
Axis axis,Cervidae,Cetartiodactyla,India,1905,Hunting,Invasive,"Ali 2006, Sandilyan et al. 2018, Sivaperuman et al. 2018"
Axis axis,Cervidae,Cetartiodactyla,Argentina,1906,"Fauna Improvement, Hunting",Established,"Novillo & Ojeda 2008, Ballari et al. 2016"
Axis axis,Cervidae,Cetartiodactyla,Chile,1906,"Fauna Improvement, Hunting",Established,"Novillo & Ojeda 2008, Ballari et al. 2016"
Axis axis,Cervidae,Cetartiodactyla,Uruguay,1930,"Fauna Improvement, Hunting",Invasive,"Novillo & Ojeda 2008, Pereira-Garbero et al. 2013, Ballari et al. 2016"
Axis porcinus,Cervidae,Cetartiodactyla,Australia,NA,Hunting (L),Invasive,"West 2011, DEEA 2016, Davis et al. 2016"
Axis porcinus,Cervidae,Cetartiodactyla,Thailand,NA,Hunting (L),Invasive,Timmins et al. 2015a
Axis porcinus,Cervidae,Cetartiodactyla,India,1905,Hunting,Invasive,"Ali 2004, Ali 2006, Sandilyan et al. 2018, Sivaperuman et al. 2018"
Axis porcinus,Cervidae,Cetartiodactyla,India,1905,Hunting,Invasive,"Ali 2004, Ali 2006, Sandilyan et al. 2018"
Axis porcinus,Cervidae,Cetartiodactyla,Australia,NA,"Fauna Improvement, Hunting (L)",Invasive,"West 2011, DEEA 2016, Davis et al. 2016"
Axis porcinus,Cervidae,Cetartiodactyla,Sri Lanka,1550,Hunting,Established,"Long 2003, Vishvanath et al. 2014, Timmins et al. 2015a"
Babyrousa babyrussa,Suidae,Cetartiodactyla,Indonesia,NA,Hunting (L),Established,"Heinson 2003, Long 2003, van der Geer et al. 2010"
Bandicota indica,Muridae,Rodentia,Indonesia,NA,"Hunting, Stowaway",Established,"Long 2003, Aplin et al. 2016a"
Bandicota indica,Muridae,Rodentia,Taiwan,1650,"Hunting, Stowaway",Established,"Long 2003, Aplin et al. 2016a"
Bandicota indica,Muridae,Rodentia,Malaysia,1946,"Hunting, Stowaway",Established,"Long 2003, Aplin et al. 2016a"
Bandicota indica,Muridae,Rodentia,Thailand,1946,"Hunting, Stowaway",Established,"Long 2003, Aplin et al. 2016a"
Beatragus hunteri,Cervidae,Cetartiodactyla,Kenya,1996,Conservation,Established,"Kimitei et al. 2015, Probert et al. 2015, IUCN SSC Antelope Specialist Group 2017b"
Bison bison,Bovidae,Cetartiodactyla,United States of America,1906,Conservation,Invasive,"Gates et al. 2010, Huenneke et al. 2015"
Bos javanicus,Bovidae,Cetartiodactyla,Indonesia,-3500,"Farming, Hunting (L)",Established,"Long 2003, Mohamad et al. 2009, Gardner et al. 2016"
Bos javanicus,Bovidae,Cetartiodactyla,Indonesia,-3500,"Farming, Hunting (L)",Established,"Long 2003, Mohamad et al. 2009, Forth 2016, Gardner et al. 2016"
Bos javanicus,Bovidae,Cetartiodactyla,Timor-Leste,-3500,"Farming, Hunting (L)",Established,"Long 2003, Mohamad et al. 2009, Gardner et al. 2016"
Bos javanicus,Bovidae,Cetartiodactyla,Australia,1849,Farming,Invasive,"Long 2003, Bradshaw et al. 2006, West 2011, Gardner et al. 2016"
Boselaphus tragocamelus,Bovidae,Cetartiodactyla,Cuba,1985,Hunting,Established,"Borroto-Páez 2009, Borroto-Páez & Mancina 2017"
Boselaphus tragocamelus,Bovidae,Cetartiodactyla,Mexico,1924,Hunting,Invasive,"Long 2003, Álvarez-Romero, 2006, Leslie 2008, Moczygemba et al. 2012, Lohmeyer et al. 2018, Pérez-Arteaga 2020"
Boselaphus tragocamelus,Bovidae,Cetartiodactyla,United States of America,1924,Hunting,Invasive,"Long 2003, Álvarez-Romero, 2006, Leslie 2008, Moczygemba et al. 2012, Lohmeyer et al. 2018, Pérez-Arteaga 2020"
Bubalus bubalis,Bovidae,Cetartiodactyla,Argentina,1900,Farming,Invasive,"Long 2003, Debárbora et al. 2012"
Bubalus bubalis,Bovidae,Cetartiodactyla,Brazil,1895,"Farming, Hunting",Invasive,"Long 2003, da Rosa et al. 2017"
Bubalus bubalis,Bovidae,Cetartiodactyla,Bolivia,1895,"Farming, Hunting",Invasive,"Long 2003, da Rosa et al. 2017"
Bubalus bubalis,Bovidae,Cetartiodactyla,Paraguay,1895,"Farming, Hunting",Invasive,"Long 2003, da Rosa et al. 2017"
Bubalus bubalis,Bovidae,Cetartiodactyla,Indonesia,1891,Farming,Invasive,"Long 2003, Petty 2020"
Bubalus bubalis,Bovidae,Cetartiodactyla,Papua New Guinea,1891,Farming,Invasive,"Long 2003, Petty 2020"
Bubalus bubalis,Bovidae,Cetartiodactyla,Guam,1650,Farming,Invasive,"Long 2003, Petty 2020"
Bubalus bubalis,Bovidae,Cetartiodactyla,Sri Lanka,1850,Farming,Invasive,"Long 2003, Silva & Kurukulasuriya 2010, Kaul et al. 2019"
Bubalus bubalis,Bovidae,Cetartiodactyla,Papua New Guinea,1891,Farming,Established,"Long 2003, Petty 2020"
Bubalus bubalis,Bovidae,Cetartiodactyla,Australia,1825,Farming,Invasive,"Long 2003, West 2011, Werner 2014"
Bubalus bubalis,Bovidae,Cetartiodactyla,French Guiana,1900,"Farming, Hunting",Invasive,"Long 2003, da Rosa et al. 2017, Petty 2020"
Bubalus bubalis,Bovidae,Cetartiodactyla,Suriname,1900,"Farming, Hunting",Invasive,"Long 2003, da Rosa et al. 2017, Petty 2020"
Bubalus bubalis,Bovidae,Cetartiodactyla,Cuba,1985,Farming,Invasive,"Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez & Mancina 2017"
Bubalus bubalis,Bovidae,Cetartiodactyla,Tunisia,-146,"Farming, Hunting (L)",Established,"Long 2003, Romdhane 2019"
Callithrix geoffroyi,Callitrichidae,Primates,Brazil,NA,Pet,Established,"Santos et al. 2007, Rylands & Mendes 2018, Jones et al. 2018"
Callithrix jacchus,Callitrichidae,Primates,Brazil,NA,Pet,Established,"Santos et al. 2007, Oliveira & Viveiros Grelle 2012, da Rosa et al. 2017, Jones et al. 2018"
Callithrix penicillata,Callitrichidae,Primates,Brazil,NA,Pet,Established,"Santos et al. 2007, Oliveira & Viveiros Grelle 2012, da Rosa et al. 2017, Jones et al. 2018"
Callithrix penicillata,Callitrichidae,Primates,Brazil,NA,Pet,Invasive,"Rylands 2009, Oliveira & Viveiros Grelle 2012, da Rosa et al. 2017, Bicca-Marques et al. 2018, GBIF.org 2020d"
Callosciurus erythraeus,Sciuridae,Rodentia,Japan,1935,Zoo,Invasive,"Long 2003, Oshida et al. 2007, Bertolino & Lurz 2011"
Callosciurus erythraeus,Sciuridae,Rodentia,Belgium,1998,Pet,Invasive,"Bertolino & Lurz 2011, Tsiamis et al. 2017, BBP 2019, EASIN 2019"
Callosciurus erythraeus,Sciuridae,Rodentia,Germany,1998,Pet,Invasive,"Bertolino & Lurz 2011, Tsiamis et al. 2017, BBP 2019, EASIN 2019"
Callosciurus erythraeus,Sciuridae,Rodentia,Netherlands,1998,Pet,Invasive,"Bertolino & Lurz 2011, Tsiamis et al. 2017, BBP 2019, EASIN 2019"
Callosciurus erythraeus,Sciuridae,Rodentia,France,1965,Pet,Invasive,"Bertolino & Lurz 2011, Tsiamis et al. 2017, EASIN 2019"
Callosciurus erythraeus,Sciuridae,Rodentia,Hong Kong,1969,Pet,Invasive,Bertolino & Lurz 2011
Callosciurus erythraeus,Sciuridae,Rodentia,Argentina,1970,"Fauna Improvement, Pet",Invasive,"Benitez et al. 2010, Bertolino & Lurz 2011, Almada Chavez et al. 2013, Gabrielli et al. 2014"
Callosciurus erythraeus,Sciuridae,Rodentia,Italy,2007,Pet,Invasive,"Mazzamuto et al. 2016, 2017a, 2017b, Tsiamis et al. 2017, Bisi et al. 2018, EASIN 2019"
Callosciurus finlaysonii,Sciuridae,Rodentia,Italy,1981,Pet,Invasive,"Bertolino & Lurz 2011, Loy et al. 2019"
Callosciurus finlaysonii,Sciuridae,Rodentia,Singapore,1970,Pet,Invasive,"Yeo & Chia 2010, Bertolino & Lurz 2011"
Callosciurus finlaysonii,Sciuridae,Rodentia,Japan,1970,Pet,Invasive,"Oshida et al. 2007, Bertolino & Lurz 2011"
Callosciurus notatus,Sciuridae,Rodentia,Indonesia,NA,"Hunting, Pet (L)",Established,"Musser & Whitmore 1987, Heinsohn 2003, Duckworth 2016"
Callosciurus prevostii,Sciuridae,Rodentia,Indonesia,NA,"Hunting, Pet (L)",Established,"Musser & Whitmore 1987, Heinsohn 2003, Cassola 2016a"
Camelus dromedarius,Camelidae,Cetartiodactyla,Australia,NA,Farming,Invasive,"Long 2003, Edwards et al. 2010, Saalfeld & Edwards 2010, West 2011"
Capra aegagrus,Bovidae,Cetartiodactyla,Madeira,1450,Hunting (L),Established,"Masseti 2009, 2012"
Capra aegagrus,Bovidae,Cetartiodactyla,Balearic Islands,NA,Hunting (L),Established,"Masseti 2009, 2012"
Capra aegagrus,Bovidae,Cetartiodactyla,Greece,1928,Hunting (L),Established,"Masseti 2009, 2012"
Capra ibex,Bovidae,Cetartiodactyla,Italy,1985,"Conservation, Hunting",Established,"Aulagnier et al. 2008b, Putman et al. 2011"
Capra ibex,Bovidae,Cetartiodactyla,Slovenia,1985,"Conservation, Hunting",Established,"Aulagnier et al. 2008b, Putman et al. 2011"
Capra ibex,Bovidae,Cetartiodactyla,Bulgaria,1985,"Conservation, Hunting",Established,"Aulagnier et al. 2008b, Putman et al. 2011"
Capra ibex,Bovidae,Cetartiodactyla,Austria,NA,"Conservation, Hunting",Established,"Aulagnier et al. 2008b, Apollonio et al. 2010, Putman et al. 2011"
Capra ibex,Bovidae,Cetartiodactyla,Germany,NA,"Conservation, Hunting",Established,"Aulagnier et al. 2008b, Apollonio et al. 2010, Putman et al. 2011"
Capra sibirica,Bovidae,Cetartiodactyla,Mongolia,1985,Conservation,Established,"Baskin & Danell 2003, Clark & Javzansuren 2006"
Capreolus capreolus,Cervidae,Cetartiodactyla,Ireland,2011,Hunting,Established,"O'Rourke et al. 2014, INBDC 2019g"
Capreolus capreolus,Cervidae,Cetartiodactyla,United Kingdom of Great Britain and Northern Ireland,2014,Hunting,Established,"O'Rourke et al. 2014, INBDC 2019g"
Capreolus pygargus,Cervidae,Cetartiodactyla,Russian Federation,1941,Hunting,Established,"Long 2003, Neronov et al. 2008, Khlyap et al. 2011"
Castor canadensis,Castoridae,Rodentia,Alaska,1925,Wild Fur,Established,MacDonald & Cook 2010
Castor canadensis,Castoridae,Rodentia,Argentina,1946,Wild Fur,Invasive,"Long 2003, Novillo & Ojeda 2008, Anderson et al. 2009, Francis 2012, Valenzuela et al. 2014, Cassola F. 2016f"
Castor canadensis,Castoridae,Rodentia,Chile,1946,Wild Fur,Invasive,"Long 2003, Novillo & Ojeda 2008, Anderson et al. 2009, Francis 2012, Valenzuela et al. 2014, Cassola F. 2016f"
Castor canadensis,Castoridae,Rodentia,Canada,1936,Wild Fur,Invasive,"Long 2003, Golumbia et al. 2008, Simberloff 2009, Demarchi et al. 2020"
Castor canadensis,Castoridae,Rodentia,China,1969,Wild Fur,Invasive,"Long 2003, Neronov et al. 2008, Khlyap et al. 2011, Halley et al. 2012, Parker et al. 2012"
Castor canadensis,Castoridae,Rodentia,Belgium,1981,"Conservation, Zoo",Invasive,"Dewas et al. 2012, Parker et al. 2012, Halley et al. 2012, Cassola F. 2016f"
Castor canadensis,Castoridae,Rodentia,France,1981,"Conservation, Zoo",Invasive,"Dewas et al. 2012, Parker et al. 2012, Halley et al. 2012, Cassola F. 2016f"
Castor canadensis,Castoridae,Rodentia,Germany,1981,"Conservation, Zoo",Invasive,"Dewas et al. 2012, Parker et al. 2012, Halley et al. 2012, Cassola F. 2016f"
Castor canadensis,Castoridae,Rodentia,Luxembourg,1981,"Conservation, Zoo",Invasive,"Dewas et al. 2012, Parker et al. 2012, Halley et al. 2012, Cassola F. 2016f"
Castor canadensis,Castoridae,Rodentia,Finland,1937,Conservation,Invasive,"Long 2003, Nummi 2010, Parker et al. 2012, Cassola F. 2016f, Brommer et al. 2017, Alakoski et al. 2019"
Castor canadensis,Castoridae,Rodentia,Russian Federation,1937,Conservation,Invasive,"Long 2003, Nummi 2010, Parker et al. 2012, Cassola F. 2016f, Brommer et al. 2017, Alakoski et al. 2019"
Castor fiber,Castoridae,Rodentia,Russian Federation,1964,Conservation,Established,"Halley et al. 2012, Neronov et al. 2008, Khlyap et al. 2010, Oleinikov 2013"
Cercopithecus mona,Cercopithecidae,Primates,Grenada,1690,"Hunting, Pet (L)",Established,"Glenn et al. 1998, Oates et al. 2008, Masseti 2011, Leca et al. 2015"
Cercopithecus mona,Cercopithecidae,Primates,Sao Tome and Principe,1475,"Hunting, Pet (L)",Invasive,"Dutton 1994, Oates et al. 2008, Masseti 2011"
Cervus canadensis,Cervidae,Cetartiodactyla,New Zealand,1905,Hunting,Invasive,"Fraser 2000, Allen & Lee 2006, Ferretti & Lovari 2014, PDNZDC 2017"
Cervus canadensis,Cervidae,Cetartiodactyla,Alaska,1929,Hunting,Established,"Long 2003, Schrader & Hennon 2005, McClory & Gotthardt 2008, MacDonald & Cook 2010"
Cervus canadensis,Cervidae,Cetartiodactyla,Canada,1929,Hunting,Invasive,"Long 2003, Golumbia et al. 2008, Demarchi et al. 2020"
Cervus canadensis,Cervidae,Cetartiodactyla,Italy,1865,Fauna Improvement,Established,"Apostolo 1996, Králová-Hromadová et al. 2015"
Cervus elaphus,Cervidae,Cetartiodactyla,United Kingdom of Great Britain and Northern Ireland,1845,Hunting,Established,"Long 2003, Nussey et al. 2006, BDS 2016"
Cervus elaphus,Cervidae,Cetartiodactyla,Canada,1918,Hunting,Invasive,"Golumbia et al. 2008, Demarchi et al. 2020"
Cervus elaphus,Cervidae,Cetartiodactyla,Argentina,1904,Hunting,Invasive,"Novillo & Ojeda 2008, Flueck & Smith-Flueck 2012"
Cervus elaphus,Cervidae,Cetartiodactyla,Chile,NA,Hunting,Invasive,"Long 2003, Flueck et al. 2003, Flueck & Smith-Flueck 2012"
Cervus elaphus,Cervidae,Cetartiodactyla,United States of America,1890,Hunting,Invasive,"Rick et al. 2006, Knowlton et al. 2007"
Cervus elaphus,Cervidae,Cetartiodactyla,Australia,NA,"Farming, Fauna Improvement, Hunting",Invasive,"Long 2003, Mortiarty 2004, Kirkpatric et al. 2008, West 2011, Davis et al. 2016"
Cervus elaphus,Cervidae,Cetartiodactyla,Australia,NA,"Farming, Fauna Improvement, Hunting",Invasive,"Long 2003, Mortiarty 2004, Kirkpatric et al. 2008, West 2011, Davis et al. 2016, GBIF.org 2020e"
Cervus elaphus,Cervidae,Cetartiodactyla,New Zealand,1851,"Farming, Fauna Improvement, Hunting",Invasive,"Fraser et al. 2000, Long 2003, Allen & Lee 2006"
Cervus elaphus,Cervidae,Cetartiodactyla,Peru,1948,Hunting,Established,"Long 2003, Cossíos 2010, SERNANP 2019"
Cervus nippon,Cervidae,Cetartiodactyla,Denmark,1900,"Farming, Hunting",Invasive,"Long 2003, McCullough et al. 2009, Apollonio et al. 2010, Ferretti & Lovari 2014, GBIF.org 2020f"
Cervus nippon,Cervidae,Cetartiodactyla,Lithuania,1954,Hunting,Invasive,"Long 2003, McCullough et al. 2009, Apollonio et al. 2010, Ferretti & Lovari 2014"
Cervus nippon,Cervidae,Cetartiodactyla,Czech Republic,1895,Hunting,Invasive,"Long 2003, McCullough et al. 2009, Apollonio et al. 2010, Ferretti & Lovari 2014"
Cervus nippon,Cervidae,Cetartiodactyla,Poland,1895,Hunting,Invasive,"Long 2003, McCullough et al. 2009, Apollonio et al. 2010, Ferretti & Lovari 2014"
Cervus nippon,Cervidae,Cetartiodactyla,Russian Federation,1910,Hunting,Invasive,"Long 2003, Neronov et al. 2008, McCullough et al. 2009, Apollonio et al. 2010, Khlyap et al. 2011"
Cervus nippon,Cervidae,Cetartiodactyla,Ukraine,1945,Hunting,Invasive,"Long 2003, McCullough et al. 2009, Ferretti & Lovari 2014"
Cervus nippon,Cervidae,Cetartiodactyla,Ukraine,1945,Hunting,Invasive,"Long 2003, Neronov et al. 2008, McCullough et al. 2009, Ferretti & Lovari 2014, Khlyap et al. 2011"
Cervus nippon,Cervidae,Cetartiodactyla,Ireland,1915,"Hunting, Ornamental Purposes",Invasive,"Long 2003, Apollonio et al. 2010, Carden et al. 2010, Ferretti & Lovari 2014, INBDC 2019e"
Cervus nippon,Cervidae,Cetartiodactyla,Ireland,1915,"Hunting, Ornamental Purposes",Invasive,"Long 2003, Ross 2008a, Apollonio et al. 2010, Carden et al. 2011, Ferretti & Lovari 2014, INBDC 2019e, NBN 2020b"
Cervus nippon,Cervidae,Cetartiodactyla,New Zealand,1905,"Fauna Improvement, Ornamental Purposes, Hunting",Invasive,"Fraser et al. 2000, McCullough et al. 2009, PDNZDC 2017"
Cervus nippon,Cervidae,Cetartiodactyla,Hungary,1945,Hunting,Invasive,"McCullough et al. 2009, Apollonio et al. 2010, Ferretti & Lovari 2014"
Cervus nippon,Cervidae,Cetartiodactyla,United Kingdom of Great Britain and Northern Ireland,1860,"Fauna Improvement, Ornamental Purposes, Hunting",Invasive,"Long 2003, McCullough et al. 2009, Apollonio et al. 2010, Ferretti & Lovari 2014, BDS 2016, NBN 2020b"
Cervus nippon,Cervidae,Cetartiodactyla,United States of America,1916,Fauna Improvement,Invasive,"McCullough et al. 2009, Kalb & Bowman 2017"
Cervus nippon,Cervidae,Cetartiodactyla,France,1920,"Hunting, Ornamental Purposes",Invasive,"Long 2003, McCullough et al. 2009, Apollonio 2010, ONB 2013, Ferretti & Lovari 2014, ONCFS 2019, GBIF.org 2020f"
Cervus nippon,Cervidae,Cetartiodactyla,Germany,1905,"Hunting, Zoo",Invasive,"Long 2003, McCullough et al. 2009, Apollonio 2010, Ferretti & Lovari 2014, Arnold et al. 2015, GBIF.org 2020f"
Cervus nippon,Cervidae,Cetartiodactyla,Switzerland,1939,Hunting,Invasive,"Long 2003, McCullough et al. 2009, Apollonio 2010, ONB 2013, ONCFS 2019, Arnold et al. 2015, GBIF.org 2020f"
Cervus nippon,Cervidae,Cetartiodactyla,Austria,1907,"Hunting, Ornamental Purposes",Invasive,"Long 2003, McCullough et al. 2009, Apollonio 2010, Ferretti & Lovari 2014, Arnold et al. 2015, Anděra 2019"
Chaetophractus villosus,Chlamyphoridae,Cingulata,Argentina,1982,"Fauna Improvement, Hunting",Invasive,"Poljak et al. 2007, Abba et al. 2014, Valenzuela et al. 2014"
Chlorocebus sabaeus,Cercopithecidae,Primates,United States of America,1955,Research,Invasive,"Warren et al. 2015, Anderson et al. 2017, Jones et al. 2018"
Chlorocebus sabaeus,Cercopithecidae,Primates,Cape Verde,1465,"Hunting, Pet (L)",Invasive,"Long 2003, Hazevoet & Masseti 2011, Masseti 2010, 2011"
Chlorocebus sabaeus,Cercopithecidae,Primates,Barbados,1627,"Hunting, Pet (L)",Invasive,"Long 2003, Kairo et al. 2003, Masseti 2011, Warren et al. 2015"
Chlorocebus sabaeus,Cercopithecidae,Primates,Saint Kitts and Nevis,1675,"Hunting, Pet (L)",Invasive,"Long 2003, Masseti 2011, Warren et al. 2015, Jones et al. 2018"
Civettictis civetta,Viverridae,Carnivora,Equatorial Guinea,1475,Biological Control,Invasive,"Dutton 1994, Masseti 2011, ISSG 2012, NRESTP 2015, Do Linh San et al. 2019"
Connochaetes taurinus,Bovidae,Cetartiodactyla,Mozambique,1963,Conservation,Established,"Long 2003, IUCN SSC Antelope Specialist Group 2016b"
Connochaetes taurinus,Bovidae,Cetartiodactyla,Zimbabwe,1963,Conservation,Established,"Long 2003, IUCN SSC Antelope Specialist Group 2016b"
Crocidura dsinezumi,Soricidae,Eulipotyphla,Japan,1956,Stowaway,Established,"Nakata 1981, Ohdachi et al. 2004, Cassola 2016b"
Crocidura dsinezumi,Soricidae,Eulipotyphla,"Korea, Republic of",1934,Stowaway,Established,"Han et al. 2002, Ohdachi et al. 2004, Cassola 2016b"
Crocidura maxi,Soricidae,Eulipotyphla,Indonesia,NA,Stowaway (L),Established,"Long 2003, Heinsohn 2003, Chiozza 2016"
Crocidura monticola,Soricidae,Eulipotyphla,Indonesia,NA,Stowaway (L),Established,"Long 2003, Heinsohn 2003"
Crocidura pachyura,Soricidae,Eulipotyphla,Sardinia,NA,Stowaway,Established,"Cosson et al. 2005, Angelici et al. 2009"
Crocidura pachyura,Soricidae,Eulipotyphla,Sicily,NA,Stowaway,Established,"Cosson et al. 2005, Amori et al. 2008, Loy et al. 2019"
Crocidura pachyura,Soricidae,Eulipotyphla,Balearic Islands,-400,Stowaway (L),Established,"Cosson et al. 2005, Amori et al. 2008, Pinya et al. 2018"
Crocidura russula,Soricidae,Eulipotyphla,Guernsey,NA,Stowaway,Established,"Nogales et al. 2006, Harris & Yalden 2008"
Crocidura russula,Soricidae,Eulipotyphla,Ireland,2001,Stowaway,Invasive,"Tosh et al. 2008, McDevitt et al. 2014, INBDC 2018e"
Crocidura russula,Soricidae,Eulipotyphla,Balearic Islands,NA,Stowaway,Established,Bover et al. 2012
Crocidura russula,Soricidae,Eulipotyphla,Canary Islands,1450,Stowaway,Invasive,"Nogales et al. 2006, Masseti 2010"
Crocidura suaveolens,Soricidae,Eulipotyphla,Corsica,-2700,Stowaway (L),Established,"Dubey et al. 2007, Palomo et al. 2016"
Crocidura suaveolens,Soricidae,Eulipotyphla,Balearic Islands,-1500,Stowaway (L),Established,"Dubey et al. 2007, Palomo et al. 2016"
Cuniculus paca,Cuniculidae,Rodentia,Cuba,1930,Hunting,Invasive,"Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez & Mancina 2017"
